product_id,date,quantity_sold
P001,2024-04-01,85
P001,2024-04-02,56
P001,2024-04-03,59
P001,2024-04-04,62
P001,2024-04-05,50
P001,2024-04-06,54
P001,2024-04-07,85
P001,2024-04-08,88
P001,2024-04-09,65
P001,2024-04-10,104
P001,2024-04-11,68
P001,2024-04-12,89
P001,2024-04-13,89
P001,2024-04-14,64
P001,2024-04-15,79
P001,2024-04-16,82
P001,2024-04-17,64
P001,2024-04-18,43
P001,2024-04-19,79
P001,2024-04-20,62
P001,2024-04-21,69
P001,2024-04-22,72
P001,2024-04-23,76
P001,2024-04-24,67
P001,2024-04-25,73
P001,2024-04-26,82
P001,2024-04-27,51
P001,2024-04-28,49
P001,2024-04-29,53
P001,2024-04-30,65
P001,2024-05-01,78
P001,2024-05-02,81
P001,2024-05-03,69
P001,2024-05-04,69
P001,2024-05-05,84
P001,2024-05-06,73
P001,2024-05-07,67
P001,2024-05-08,80
P001,2024-05-09,78
P001,2024-05-10,74
P001,2024-05-11,65
P001,2024-05-12,61
P001,2024-05-13,62
P001,2024-05-14,62
P001,2024-05-15,61
P001,2024-05-16,63
P001,2024-05-17,70
P001,2024-05-18,72
P001,2024-05-19,59
P001,2024-05-20,73
P001,2024-05-21,71
P001,2024-05-22,69
P001,2024-05-23,64
P001,2024-05-24,59
P001,2024-05-25,76
P001,2024-05-26,71
P001,2024-05-27,74
P001,2024-05-28,66
P001,2024-05-29,65
P001,2024-05-30,81
P001,2024-05-31,97
P001,2024-06-01,68
P001,2024-06-02,72
P001,2024-06-03,70
P001,2024-06-04,62
P001,2024-06-05,66
P001,2024-06-06,91
P001,2024-06-07,63
P001,2024-06-08,71
P001,2024-06-09,64
P001,2024-06-10,70
P001,2024-06-11,63
P001,2024-06-12,65
P001,2024-06-13,56
P001,2024-06-14,71
P001,2024-06-15,67
P001,2024-06-16,76
P001,2024-06-17,70
P001,2024-06-18,63
P001,2024-06-19,61
P001,2024-06-20,70
P001,2024-06-21,84
P001,2024-06-22,65
P001,2024-06-23,52
P001,2024-06-24,73
P001,2024-06-25,82
P001,2024-06-26,76
P001,2024-06-27,58
P001,2024-06-28,72
P001,2024-06-29,79
P001,2024-06-30,66
P001,2024-07-01,65
P001,2024-07-02,65
P001,2024-07-03,69
P001,2024-07-04,53
P001,2024-07-05,72
P001,2024-07-06,73
P001,2024-07-07,73
P001,2024-07-08,70
P001,2024-07-09,53
P001,2024-07-10,68
P001,2024-07-11,88
P001,2024-07-12,74
P001,2024-07-13,62
P001,2024-07-14,76
P001,2024-07-15,89
P001,2024-07-16,74
P001,2024-07-17,69
P001,2024-07-18,84
P001,2024-07-19,66
P001,2024-07-20,80
P001,2024-07-21,65
P001,2024-07-22,66
P001,2024-07-23,78
P001,2024-07-24,83
P001,2024-07-25,69
P001,2024-07-26,83
P001,2024-07-27,74
P001,2024-07-28,63
P001,2024-07-29,66
P001,2024-07-30,76
P001,2024-07-31,84
P001,2024-08-01,81
P001,2024-08-02,81
P001,2024-08-03,57
P001,2024-08-04,78
P001,2024-08-05,77
P001,2024-08-06,73
P001,2024-08-07,77
P001,2024-08-08,53
P001,2024-08-09,48
P001,2024-08-10,73
P001,2024-08-11,70
P001,2024-08-12,68
P001,2024-08-13,75
P001,2024-08-14,72
P001,2024-08-15,75
P001,2024-08-16,79
P001,2024-08-17,65
P001,2024-08-18,74
P001,2024-08-19,61
P001,2024-08-20,52
P001,2024-08-21,68
P001,2024-08-22,86
P001,2024-08-23,62
P001,2024-08-24,75
P001,2024-08-25,79
P001,2024-08-26,82
P001,2024-08-27,64
P001,2024-08-28,63
P001,2024-08-29,71
P001,2024-08-30,73
P001,2024-08-31,77
P001,2024-09-01,77
P001,2024-09-02,97
P001,2024-09-03,85
P001,2024-09-04,67
P001,2024-09-05,92
P001,2024-09-06,59
P001,2024-09-07,60
P001,2024-09-08,78
P001,2024-09-09,68
P001,2024-09-10,46
P001,2024-09-11,85
P001,2024-09-12,77
P001,2024-09-13,69
P001,2024-09-14,69
P001,2024-09-15,68
P001,2024-09-16,50
P001,2024-09-17,62
P001,2024-09-18,60
P001,2024-09-19,81
P001,2024-09-20,65
P001,2024-09-21,74
P001,2024-09-22,68
P001,2024-09-23,62
P001,2024-09-24,73
P001,2024-09-25,70
P001,2024-09-26,81
P001,2024-09-27,67
P001,2024-09-28,64
P001,2024-09-29,79
P001,2024-09-30,69
P001,2024-10-01,80
P001,2024-10-02,65
P001,2024-10-03,72
P001,2024-10-04,64
P001,2024-10-05,62
P001,2024-10-06,48
P001,2024-10-07,93
P001,2024-10-08,63
P001,2024-10-09,76
P001,2024-10-10,69
P001,2024-10-11,88
P001,2024-10-12,53
P001,2024-10-13,73
P001,2024-10-14,78
P001,2024-10-15,71
P001,2024-10-16,59
P001,2024-10-17,54
P001,2024-10-18,64
P001,2024-10-19,51
P001,2024-10-20,78
P001,2024-10-21,75
P001,2024-10-22,79
P001,2024-10-23,61
P001,2024-10-24,60
P001,2024-10-25,76
P001,2024-10-26,75
P001,2024-10-27,52
P001,2024-10-28,64
P001,2024-10-29,86
P001,2024-10-30,78
P001,2024-10-31,68
P001,2024-11-01,58
P001,2024-11-02,56
P001,2024-11-03,66
P001,2024-11-04,49
P001,2024-11-05,83
P001,2024-11-06,82
P001,2024-11-07,59
P001,2024-11-08,89
P001,2024-11-09,66
P001,2024-11-10,71
P001,2024-11-11,66
P001,2024-11-12,54
P001,2024-11-13,67
P001,2024-11-14,52
P001,2024-11-15,67
P001,2024-11-16,70
P001,2024-11-17,73
P001,2024-11-18,55
P001,2024-11-19,56
P001,2024-11-20,72
P001,2024-11-21,59
P001,2024-11-22,68
P001,2024-11-23,83
P001,2024-11-24,58
P001,2024-11-25,62
P001,2024-11-26,80
P001,2024-11-27,52
P001,2024-11-28,68
P001,2024-11-29,94
P001,2024-11-30,73
P001,2024-12-01,79
P001,2024-12-02,64
P001,2024-12-03,58
P001,2024-12-04,55
P001,2024-12-05,73
P001,2024-12-06,73
P001,2024-12-07,88
P001,2024-12-08,67
P001,2024-12-09,73
P001,2024-12-10,69
P001,2024-12-11,59
P001,2024-12-12,73
P001,2024-12-13,81
P001,2024-12-14,77
P001,2024-12-15,63
P001,2024-12-16,98
P001,2024-12-17,68
P001,2024-12-18,82
P001,2024-12-19,67
P001,2024-12-20,82
P001,2024-12-21,67
P001,2024-12-22,69
P001,2024-12-23,81
P001,2024-12-24,90
P001,2024-12-25,68
P001,2024-12-26,66
P001,2024-12-27,63
P001,2024-12-28,62
P001,2024-12-29,60
P001,2024-12-30,62
P001,2024-12-31,79
P002,2022-01-01,34
P002,2022-01-02,45
P002,2022-01-03,48
P002,2022-01-04,48
P002,2022-01-05,41
P002,2022-01-06,35
P002,2022-01-07,48
P002,2022-01-08,25
P002,2022-01-09,36
P002,2022-01-10,47
P002,2022-01-11,32
P002,2022-01-12,43
P002,2022-01-13,48
P002,2022-01-14,40
P002,2022-01-15,36
P002,2022-01-16,37
P002,2022-01-17,45
P002,2022-01-18,62
P002,2022-01-19,39
P002,2022-01-20,30
P002,2022-01-21,50
P002,2022-01-22,48
P002,2022-01-23,64
P002,2022-01-24,52
P002,2022-01-25,36
P002,2022-01-26,33
P002,2022-01-27,37
P002,2022-01-28,59
P002,2022-01-29,49
P002,2022-01-30,52
P002,2022-01-31,51
P002,2022-02-01,53
P002,2022-02-02,34
P002,2022-02-03,68
P002,2022-02-04,42
P002,2022-02-05,45
P002,2022-02-06,52
P002,2022-02-07,45
P002,2022-02-08,50
P002,2022-02-09,42
P002,2022-02-10,44
P002,2022-02-11,38
P002,2022-02-12,35
P002,2022-02-13,48
P002,2022-02-14,38
P002,2022-02-15,35
P002,2022-02-16,66
P002,2022-02-17,39
P002,2022-02-18,19
P002,2022-02-19,43
P002,2022-02-20,46
P002,2022-02-21,31
P002,2022-02-22,41
P002,2022-02-23,47
P002,2022-02-24,35
P002,2022-02-25,58
P002,2022-02-26,55
P002,2022-02-27,52
P002,2022-02-28,50
P002,2022-03-01,42
P002,2022-03-02,40
P002,2022-03-03,73
P002,2022-03-04,45
P002,2022-03-05,40
P002,2022-03-06,34
P002,2022-03-07,45
P002,2022-03-08,46
P002,2022-03-09,44
